user_id,follower_count,date_last_read
2205812431,360,2021-03-15
1120522663414456320,8450,2021-03-15
90752439,56901,2021-03-15
1243184378219573249,29806,2021-03-15
1260552306782810112,41530,2021-03-15
1360396375503085568,299,2021-03-15
1250910531956944901,3899,2021-03-15
1581832626,6176,2021-03-15
928254089829416961,8192,2021-03-15
714652313546203138,27734,2021-03-15
1334660092994723840,65331,2021-03-15
83150642,61632,2021-03-15
22453225,11554,2021-03-15
1359274864452976651,25,2021-03-15
21764428,78414,2021-03-15
1344073018797129728,13413,2021-03-15
1359164500918882307,2434,2021-03-15
1123311962924945408,60833,2021-03-15
756119882861862912,36267,2021-03-15
1317522853990965256,24,2021-03-15
707591056599228417,25162,2021-03-15
888225282334871553,285165,2021-03-15
1265655689935896577,70872,2021-03-15
89517375,215145,2021-03-15
1242215138402480130,4157,2021-03-15
373620043,445847,2021-03-15
946470689367842816,175278,2021-03-15
1047325862675324928,70364,2021-03-15
1269718124045221891,18728,2021-03-16
1367953835969245185,510,2021-03-16
1349687526735409156,21138,2021-03-16
1282418324228337665,850389,2021-03-16
1111006576461017089,28428,2021-03-16
2342334844,77323,2021-03-16
1280125268007493632,90138,2021-03-16
4312114277,5599,2021-03-16
52166809,291610,2021-03-16
1327660593684340744,72,2021-03-16
815485842382733312,395,2021-03-16
1884013189,62750,2021-03-16
1142472254514589696,111,2021-03-16
1306295941759217666,61,2021-03-16
1266076107306151936,20727,2021-03-16
24070568,107,2021-03-16
1294423302744813568,2,2021-03-16
1241493087588941825,7156,2021-03-16
1291412594939625479,250,2021-03-16
112872946,52122,2021-03-16
34582316,17925,2021-03-16
1154074304348246016,4848,2021-03-16
104695654,12347,2021-03-16
1235654964720041990,27958,2021-03-16
1262614671397445633,4141,2021-03-16
892072054148796416,153899,2021-03-16
271045715,113651,2021-03-16
943883051989221376,91589,2021-03-16
3038254299,27260,2021-03-16
3229256723,22821,2021-03-16
1256179655767400448,2059,2021-03-16
1118235493030866944,216979,2021-03-16
1277564927562170368,560,2021-03-16
1157733371449171968,2711,2021-03-16
1242932824467963911,16513,2021-03-16
189788477,29598,2021-03-16
1014711084836642818,125,2021-03-16
1234721726593765376,3568,2021-03-16
718886809816735744,185,2021-03-16
565969885,52443,2021-03-16
23059499,170698,2021-03-16
831723043,156477,2021-03-16
81157050,119414,2021-03-16
138404716,94304,2021-03-16
602193458,7487,2021-03-16
971162498102710272,3703,2021-03-16
197478610,7371,2021-03-16
1259555533952032768,141,2021-03-16
1113201035173036032,14342,2021-03-16
866280102459564032,198,2021-03-16
2976727463,17654,2021-03-16
26504905,13803,2021-03-16
11247222,297002,2021-03-16
97561587,9311,2021-03-16
40300931,23344,2021-03-16
2897386131,27396,2021-03-16
758386485846544384,168053,2021-03-16
1153696034654248962,20709,2021-03-16
2222635612,37649,2021-03-16
253617897,1024,2021-03-16
2228460174,6042,2021-03-16
4224604276,99,2021-03-16
2264053464,6830,2021-03-16
916787510822436864,74878,2021-03-16
949496605576716288,13203,2021-03-16
971414806933770241,7666,2021-03-16
125686737,5627,2021-03-16
41458395,47205,2021-03-16
20800915,42940,2021-03-16
2911130432,38500,2021-03-16
1164114986186227712,52797,2021-03-16
957781891788296192,8656,2021-03-16
1154199013173936129,1620,2021-03-16
761370249329377280,6126,2021-03-16
942774951672729600,26293,2021-03-16
14886375,866123,2021-03-16
1599911502,41495,2021-03-16
1128728860848152581,515,2021-03-16
958760331802705920,5379,2021-03-16
43775786,2427187,2021-03-16
818958375216152576,40291,2021-03-16
1661029645,24521,2021-03-16
2486504240,45635,2021-03-16
55561590,124579,2021-03-16
855295030369542144,10866,2021-03-16
958087450274000896,41664,2021-03-16
203652149,345910,2021-03-16
389474167,55103,2021-03-16
811622157516029955,45427,2021-03-16
1178820912751267840,1942,2021-03-16
876471020420448257,4892,2021-03-16
1159930177696219136,48,2021-03-16
916131323395395585,27461,2021-03-16
985912937696014337,64448,2021-03-16
2541246373,13274,2021-03-16
1335636217027694593,4456,2021-03-16
1319540410616864769,5376,2021-03-16
1281254559755747328,10153,2021-03-16
102527566,49655,2021-03-16
1289823541098143744,66380,2021-03-16
1240876822981685249,53130,2021-03-16
1313686024741158912,32910,2021-03-16
1348662936865288192,5617,2021-03-16
2290432441,5310,2021-03-16
1240592960795938816,11686,2021-03-16
1134049078424162304,12049,2021-03-16
1073430565020450817,10708,2021-03-16
1180701690,17987,2021-03-16
1283972486883876864,37430,2021-03-16
570754937,44507,2021-03-16
872519322077470721,43997,2021-03-16
1435811695,451997,2021-03-16
23491081,230,2021-03-16
44622184,19631,2021-03-16
1311093242,201,2021-03-16
71453756,217,2021-03-16
57680359,1373,2021-03-16
74489330,14711,2021-03-16
7823142,3736,2021-03-16
1060938846102122496,1784,2021-03-17
40938160,65028,2021-03-17
1069371457531047936,3192,2021-03-17
1018324467758465024,52336,2021-03-17
1216173472310878208,1264,2021-03-17
3308210484,13946,2021-03-17
14051297,3071,2021-03-17
15130891,45811,2021-03-17
2459969490,89,2021-03-17
712645338,28073,2021-03-17
1070540999523471361,87,2021-03-17
936088906000412672,2130,2021-03-17
2578293891,320,2021-03-17
1545610710,486,2021-03-17
1332024445414887426,4675,2021-03-17
876388932,10212,2021-03-17
188369814,112296,2021-03-17
1258611936511614978,4745,2021-03-17
876045524939485184,29556,2021-03-17
69803348,15602,2021-03-17
208576658,2313,2021-03-17
1272990687743676419,62,2021-03-17
1059494816554381313,4583,2021-03-17
787439438964068352,81550,2021-03-17
54248795,1111,2021-03-17
2776090481,8143,2021-03-17
1016148108319887360,1503,2021-03-17
18557769,10601,2021-03-17
1245111122186960903,25361,2021-03-17
1136045357434056704,356,2021-03-17
1262545505772584962,15859,2021-03-17
1127579331172216832,222,2021-03-17
858063372583088128,815,2021-03-17
1281308991759532037,681,2021-03-17
996594106875949056,535,2021-03-17
4627333400,7390,2021-03-17
939572568457170944,7,2021-03-17
1104876591774134272,21058,2021-03-17
2719861582,16,2021-03-17
706723368939065344,19760,2021-03-17
448894687,15958,2021-03-17
170562844,11578,2021-03-17
1263205698,27149,2021-03-17
983655260,22943,2021-03-17
3410575617,93217,2021-03-17
2806294664,44139,2021-03-17
993886827353427970,407,2021-03-17
849754941807890432,40595,2021-03-17
31546412,63908,2021-03-17
770583695652560896,55947,2021-03-17
1170831448082984960,55213,2021-03-17
1263131199238627328,13,2021-03-17
275288972,25416,2021-03-17
1098680691720515585,20562,2021-03-17
1289274229523910657,1303,2021-03-17
1234705779237801985,18894,2021-03-17
136136326,241862,2021-03-17
1260401180171067392,17683,2021-03-17
1271899909675859968,34376,2021-03-17
1271593087802896384,41626,2021-03-17
1260009279563554817,19278,2021-03-17
1028704054317408261,26164,2021-03-17
1580637560,27469,2021-03-17
1168301130939621377,1774,2021-03-17
1338306457511600130,6287,2021-03-17
1352342677661118465,49,2021-03-17
1244302910990594049,5430,2021-03-17
1341959232405565443,46,2021-03-17
1371616021430296576,26,2021-03-17
817007725666242561,62022,2021-03-17
926795242384297985,7068,2021-03-17
1244192860674625536,918,2021-03-17
1359180271262855168,77,2021-03-17
943641207707701248,11063,2021-03-17
1193455044,851,2021-03-17
44366481,32348,2021-03-17
1191169855044694016,1258,2021-03-17
1357096519388852225,50,2021-03-17
932630991298007041,97742,2021-03-17
14983508,118011,2021-03-17
1284705705778393089,1383,2021-03-17
1295125041001172992,3646,2021-03-17
1036300380458631169,3767,2021-03-17
1280269921574948866,5356,2021-03-17
1288489488889643009,231,2021-03-17
704770086075277312,15732,2021-03-17
1283645233427673090,3391,2021-03-17
1276308642883604481,30191,2021-03-17
1293770572938313729,30405,2021-03-17
1695293845,5118,2021-03-17
1022155248197140481,4993,2021-03-17
1272539357153501185,8129,2021-03-17
47247213,46411,2021-03-17
1103414363212398593,3156,2021-03-17
1259338304706809856,3524,2021-03-17
1242659529508171778,282,2021-03-17
954321334217056256,4293,2021-03-17
2756017625,991,2021-03-17
1265723184202031105,774,2021-03-17
274233761,39252,2021-03-17
2470475939,2209,2021-03-17
1279388084459757569,44,2021-03-17
716299633786421248,152,2021-03-17
1257075990200758277,6295,2021-03-17
166597717,24668,2021-03-17
943104944504233984,190,2021-03-17
1026881203893415936,1742,2021-03-17
72636770,13636,2021-03-17
1038525770421993475,11522,2021-03-17
99737856,11130,2021-03-17
820443157938786305,6299,2021-03-17
237591901,32182,2021-03-17
3441912856,2060,2021-03-17
966139276235825152,3548,2021-03-17
1111718590036828161,12184,2021-03-17
1062074042969137152,2362,2021-03-17
147902687,6161,2021-03-17
573095099,8150,2021-03-17
3398295268,8679,2021-03-17
3124099835,1474,2021-03-17
787881708364398592,5070,2021-03-17
732206149567692800,598,2021-03-17
3837862277,929,2021-03-17
458989076,12018,2021-03-17
586734515,15901,2021-03-17
950942636818432006,5834,2021-03-17
726577227446497281,2355,2021-03-17
864584576,4181,2021-03-17
448077183,1447,2021-03-17
814193140840222720,351,2021-03-17
37040959,11296,2021-03-17
19717430,26435,2021-03-17
498166332,31955,2021-03-17
3432211203,9200,2021-03-17
43475268,15898,2021-03-17
875407999141007360,1685,2021-03-17
51912109,33425,2021-03-17
2334614718,70683,2021-03-17
1074332839179563008,19617,2021-03-17
62871181,12194,2021-03-17
259471396,6184,2021-03-17
1041050238,4476,2021-03-17
20382026,7835,2021-03-17
56121651,24422,2021-03-17
66746952,56827,2021-03-17
632341632,81213,2021-03-17
40099128,18405,2021-03-17
229966745,15539,2021-03-17
2927960383,1962,2021-03-17
777500854970494976,461,2021-03-17
972420430542835712,246,2021-03-17
121158213,149303,2021-03-17
712857134086680577,1226,2021-03-17
808434164701818881,1520,2021-03-17
2186813068,13501,2021-03-17
1394399438,6171503,2021-03-17
1180119209642254338,561,2021-03-17
17984662,5558,2021-03-17
400251392,23901,2021-03-17
767561346275799045,14257,2021-03-17
1088823659492491266,4237,2021-03-17
132703700,110982,2021-03-17
20449296,187210,2021-03-17
297848618,13207,2021-03-17
1122860091957555200,139,2021-03-17
4857170249,52128,2021-03-17
979704805051588608,3837,2021-03-17
1084023380548956161,6820,2021-03-17
968852728314257408,650,2021-03-17
4706746513,21296,2021-03-17
887748030304329728,343313,2021-03-17
16726035,104768,2021-03-17
58613100,809,2021-03-17
2520719083,15566,2021-03-17
1087680216204566528,10,2021-03-17
657863,1590145,2021-03-17
1105203293872103424,1649,2021-03-17
18855108,17619,2021-03-17
1000886101,86391,2021-03-17
90502419,51667,2021-03-17
61875147,317426,2021-03-17
219370252,72384,2021-03-17
27771267,76106,2021-03-17
1014650666,97943,2021-03-17
16851206,79704,2021-03-17
1363876221881372679,121,2021-03-17
1297721937783816192,105,2021-03-17
1285687572090454016,2995,2021-03-17
902269398,3495,2021-03-17
2392168422,11257,2021-03-17
11382502,9514,2021-03-17
1060556706751672321,4804,2021-03-17
1672810880,41234,2021-03-17
2941122879,24678,2021-03-17
1025004192413483013,4384,2021-03-17
953725552040427520,18012,2021-03-17
1263552816452427780,9057,2021-03-17
1296928720649887744,10190,2021-03-17
1579030928,4859,2021-03-17
1270094009017356288,8744,2021-03-17
3311123341,1421,2021-03-17
978735902859112448,31393,2021-03-17
255996385,17167,2021-03-17
2187819369,114,2021-03-17
606228188,297,2021-03-17
331874505,5662,2021-03-17
527018393,8203,2021-03-17
2964287876,31258,2021-03-17
1224183831231524864,9788,2021-03-17
1275570220002947073,24804,2021-03-17
1288630630515789824,3638,2021-03-17
3054054090,76,2021-03-17
1271556332332691457,11065,2021-03-17
1243273376023621639,21725,2021-03-17
2919908100,6569,2021-03-17
1350972734256394241,2166,2021-03-17
1333871346653270018,351,2021-03-17
129779889,2474,2021-03-17
1318997279328460801,29042,2021-03-17
1308365397016694789,1247,2021-03-17
1270563463140651009,1837,2021-03-17
1345184455183503360,878,2021-03-17
596509048,14044,2021-03-17
1335132190468952064,1617,2021-03-17
339061487,643066,2021-03-17
1304938798447554560,5385,2021-03-17
1618211911,752,2021-03-17
1293404946834972673,5399,2021-03-17
349249475,136421,2021-03-17
1341744054514663424,51,2021-03-17
1348465771580715009,256,2021-03-17
1277909247347642370,6244,2021-03-17
300267443,3594,2021-03-17
2530835306,9541,2021-03-17
1326222661714894855,8561,2021-03-17
1276176491831676935,757,2021-03-17
776162618792869888,3080,2021-03-17
279020836,5943,2021-03-17
1269043749746692096,6803,2021-03-17
1164913515737616385,1983,2021-03-17
1271966432272584704,1001,2021-03-17
298746807,31581,2021-03-17
1352738182664695811,186,2021-03-17
1314365914993827840,2983,2021-03-17
985721299078070272,19210,2021-03-17
2813313848,87758,2021-03-17
109813243,12098,2021-03-17
1339610676524769281,27208,2021-03-17
1323689736578486278,2607,2021-03-17
2887827685,1798,2021-03-17
169899481,22046,2021-03-17
1262718603511685133,12190,2021-03-17
1330981142091194370,4605,2021-03-17
1261322423602786304,28575,2021-03-17
1260972089344954369,25095,2021-03-17
1273603221802663937,21991,2021-03-17
341585245,366,2021-03-17
1282732417334128640,3627,2021-03-17
1289935458043035648,1059,2021-03-17
1614322304,12509,2021-03-17
17246902,13307,2021-03-17
1345789775404523522,5,2021-03-17
298274977,29426,2021-03-17
1330182463298154508,199,2021-03-17
1335779400625876993,285,2021-03-17
1345823046104469504,3930,2021-03-17
1356434353623093249,3218,2021-03-17
3346216042,1417,2021-03-17
1358871044820500480,3465,2021-03-17
723564733710868481,4152,2021-03-17
1335350676344463363,560,2021-03-17
1344818478650449922,489,2021-03-17
137890325,2775,2021-03-17
1151925811819270147,39,2021-03-17
1276730099132297217,1388,2021-03-17
601994579,424,2021-03-17
1278886641906659329,89,2021-03-17
3950551943,33,2021-03-17
1289637791102644224,173,2021-03-17
1091432312397541376,28539,2021-03-17
1339405707066683392,105,2021-03-17
1176866458933981184,2956,2021-03-17
1534198280,215,2021-03-17
1232911373614501889,123,2021-03-17
1324668467757215747,70,2021-03-17
14031032,65985,2021-03-17
1360632863905964033,176,2021-03-17
1220686020322242560,224,2021-03-17
1340414164179832832,18,2021-03-17
158610400,64294,2021-03-17
1053660048499621890,571,2021-03-17
1266836687323303936,18392,2021-03-17
1273020869464543234,6392,2021-03-17
1282411989793255424,401,2021-03-17
1295395734553006081,669,2021-03-17
1335355956671221761,886,2021-03-17
426967935,1659,2021-03-17
1315087000379236353,2401,2021-03-17
1310609620495466502,27963,2021-03-17
1337429405963051008,4712,2021-03-17
1049390653489197057,2088,2021-03-17
1271975774749290496,203,2021-03-17
2679319950,244,2021-03-17
1977175933,776,2021-03-17
1107010621,760,2021-03-17
582390700,96460,2021-03-17
1246961889172692992,2644,2021-03-17
1118293485998825473,518,2021-03-17
3700990397,9740,2021-03-17
1054281123893628928,14794,2021-03-17
2216139414,7056,2021-03-17
515765776,216,2021-03-17
3450470477,25,2021-03-17
1361725435529207810,903,2021-03-17
1251671451612131328,7734,2021-03-17
1362638612781744129,620,2021-03-17
1019121058069217280,41384,2021-03-17
707057743157444608,2602,2021-03-17
1096081495192682496,1204,2021-03-17
21328656,244066,2021-03-17
1231876668865695744,5733,2021-03-17
1139387949768835072,406,2021-03-17
3270306985,53214,2021-03-17
